Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,,,,,,,,,,,,,,,,,,
His Duty,1909,N/A,31 May 1909,5 min,"Drama, Short",D.W. Griffith,"O. Henry, Frank Powell","Kate Bruce, Frank Powell, Owen Moore","Duty is above all consequences, and often, at a crisis of difficulty, commands us to throw them overboard. It commands us to look neither to the right nor to the left, but straight forward. These were the noble principles instilled in the makeup of Jack Allen, the policeman. Jack, his younger brother Bob and their mother comprised the little family. To-day is Bob's twenty-first birthday and mother and Jack make him a present of a cap, with his initials ""B.A."" on the lining. Jack goes out on his beat and Bob leaves the house seemingly highly pleased with his present. During the evening Jack is called to the scene of the robbery of a jewelry store. While going over the place for a possible clue, he finds a cap, on the inside of which there are the telltale, letters ""B.A."" Crushed beyond measure he seeks Bob out at their home and it is all too true. Bob is inclined to brave the situation, and the poor old mother's heart is breaking, but Jack's duty is plain. Bob is carried to prison.","None, English",United States,N/A,N/A,N/A,5.3,65,tt0000897,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Her Indian Hero,1912,N/A,17 Apr 1912,12 min,"Short, Western","Al Christie, Jack Conway, Milton J. Fahrney",N/A,"Jack Conway, George Gebhardt, Dorothy Davenport","The Chief's son, Silver Water, returns from college and is met at the station by the tribe. The Indians make merry to celebrate his homecoming. Hal Benton, an easterner, rides on to ask his way to the hotel, where he is stopping with some friends, among them his fiancée, Veda Mead, and her father. Knowing that the Indian ceremonies will interest his friends, Hal obtains permission to come the next day and bring his friends. The Chief calls Morning Star, an Indian maiden, telling his son that she is to be his squaw. Silver Water is pleased with her. The next day Hal Benton and his friends arrive. While the others inspect the camp, Veda Mead amuses herself with Silver Water and ere long is thoroughly infatuated with him, while the Indian's vanity is touched by the attentions of the society coquette, and he promises to meet her the next day. Their little tete-a-tete is cut short by the entrance of Morning Star. The next day they meet and, after coquetting with Silver Water until he forgets his Indian sweetheart, the eastern girl gives him her calling card, upon which she writes ""To my Indian Hero"" and asks him to call upon her in the east. Several months pass, and Hal Benton and Veda Mead are preparing to wed, when a letter arrives addressed to Mr. Mead from Silver Water, telling him that as he is in the east, he will do himself the honor to call upon them that evening. To Veda, who had been reading of the Indians' lives and customs after her meeting with Silver Water, the news is very terrifying. Recalling how she played with him, she fears that he may now make trouble. She goes to the veranda and sits down to think over the situation. Suddenly she sees Silver Water in full war-paint and feathers coming up the steps, he sees her and advances. Touching her upon the shoulder, he beckons her to follow. She obeys. As they reach the garden be tells her of his love, reminds her of her promises when they last met and insists upon her fulfilling them now. She cries out, and her cry brings Hal. Silver Water tells Hal why he has come for Veda, and Hal agrees that she must go with him, but Silver Water is not satisfied. He throws down his knife and insists upon Hal fighting with him for the girl. At a given signal, both men start for the knife. The Indian secures it and soon kills Hal, then, throwing his blanket over the terrified Veda, he drags her off to his camp and commands her to fetch and carry and cook his meals. Veda sinks to the ground as Silver Water stalks off, but no sooner has he gone than Morning Star slips out from her tepee and, creeping down upon Veda, raises her knife to strike the girl dead. Just as the knife descends, Veda forces herself to rise, only to find herself in Hal's arms on the veranda, for the young man has been trying to awaken her to tell his sweetheart that their Indian friend, Silver Water, has arrived, and at that moment stands beside them in the most correct evening dress. At the first glance she gives him, Silver Water realizes that it would be impossible to ever win the white girl, so leaving her with Hal, he tears up her card and returns to the blanket and Morning Star, his sweetheart, before he has learned the white man's ways.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmMzMGVmYzUtOTZiNi00ZDM4LTljYjMtZTZlMTQ4NGQzYTllXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,6.2,44,tt0000893,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
His Ward's Love,1909,N/A,15 Feb 1909,3 min,Short,D.W. Griffith,D.W. Griffith,"Arthur V. Johnson, Florence Lawrence, Owen Moore","Reverend Howson loves his young ward, but urges her to marry someone else. She accepts the proposal, but then sees the Reverend kissing an object she has dropped, and realizes he loves her.","None, English",United States,N/A,N/A,N/A,N/A,24,tt0000900,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
His Wife's Visitor,1909,N/A,19 Aug 1909,6 min,"Comedy, Short",D.W. Griffith,D.W. Griffith,"Billy Quirk, Mary Pickford, Frank Powell","After the exciting elopement of some time ago, Harry and Bessie are now enjoying the seraphic bliss of a conjugal existence in a cozy little Harlem flat. Harry Wright seems to live only to please his wife, Bessie, as up to now they have been inseparable. The boys at the club, however, miss Harry's society very much, for he was always the life of their little parties and so plan to inveigle him to a sociable game of draw poker. Jack Wallace is appointed a committee of one to do the persuasion act, and calling at the home finds Harry quite in the humor. Bessie, though, is much perturbed at his departure, and makes no attempt to disguise her displeasure. Harry, however, goes, promising not to be late. But promises are forgotten in the fascination of a poker game, especially when things art more than moderately coming his way. Eleven, twelve, one is indicated by that chronometrical reminder, the clock, and Bessie is nearly beside herself with rage. ""Ah! a scheme. I'll cure him of future peregrinations. I'll make him jealous."" So she arranges things to make it appear that she has had a visitor, and a male visitor at that. Placing two chairs side by side at the table, she pours a drop of wine in each of two glasses, placing a cigar alongside. Fine, Oh, but there must be the odor of tobacco smoke. To effect this she, after some difficulty, lights and puffs a few times the weed. Now all is ready to arouse the demon jealousy in the heart of Harry. Two o'clock. Harry, carrying a small size bun, arrives. Bessie has gone into the inner room to await developments. What sounds are those she hears? ""Aha! Traitoress, murder, suicide, vengeance,"" and other like ejaculations are emitted, and Harry bursts into the room armed with a shot gun. A fatality would have occurred had not Bessie picked up some baby clothes and pretended to have been working on them. Explanations follow, which make Harry realize what a brute he has been and peace reigns with a promise from Harry to be a good husband.","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTE4MThkMDQtOGE2NS00YTAwLTgyYTMtZWVjOWQ3OTY1NTdmXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,4.7,17,tt0000902,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
In Little Italy,1909,N/A,23 Dec 1909,10 min,"Short, Drama",D.W. Griffith,Frank E. Woods,"Marion Leonard, George Nichols, Henry B. Walthall","Marie has two suitors. She accepts Victor and rejects Tony, who stabs Victor in a fit of jealousy. When he learns that Victor is still alive, he breaks into the room in Marie's house where Victor is convalescing and attacks him again. He is threatening to attack Marie when lawmen burst in and arrest him.","None, English",United States,N/A,N/A,N/A,5.8,23,tt0000907,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
In Old Kentucky,1909,N/A,20 Sep 1909,11 min,"Short, Drama, War",D.W. Griffith,"Charles T. Dazey, Stanner E.V. Taylor","Verner Clarges, Kate Bruce, Henry B. Walthall","A stirring episode of the Civil War. At the beginning of the Civil War, Kentucky attempted to hold a neutral position between the belligerents, and her sons decided for themselves which side's cause to take up; hence it was that many a Kentucky home was divided. The sentiment of the people seemed evenly balanced, and when old Mr. Wilkinson entered with the newspaper heralding the proclamation, ""War Is Declared,"" George, his youngest son, took up the Union flag, declaring his intention to fight under its stripes, calling to his brother Robert to do likewise. But Bob's heart is with the Confederates, and he declines to listen to his brother's reasoning and so goes to enlist in the Southern army. The old Kentucky home is divided; it is brother against brother. Later, Robert is selected as the bearer of sealed orders, and as he will probably have to pass the Union lines, he is attired in Union uniform. Starting on his perilous journey, he is soon dangerously near the Union outposts, where George is seen posting sentries. Robert is discovered while climbing up the side of the mountain, and fired on by George, who is ignorant of his identity. Fleeing for safety, he is followed and apprehended by the Union forces, when, for the first time, Robert and George meet. But the soldier knows no kindred, and George secures Rob's papers and places him under guard to be shot. While fording a stream, Robert by strategy manages to bolt, and outdistancing his pursuers, rushes into his old home for shelter. Here he is treated by his father as a fugitive and would have been turned out, but a mother's love knows not the laws of war and shields him. Rushing him upstairs to her room, she bids him get into her bed, while she lies alongside, armed with a pistol. George enters, and searching the house, comes to his mother's room. He at once discerns where Robert is, and would have dragged him from his hiding, but his mother, with the pistol at her head, threatens to fire if he advances one step. In the face of this, George falters in his duty and leaves. Robert later escapes. Finally, the war over, George returns home 'neath triumphant banners, promoted in rank, and with the whole village assembled to greet him. The old home is the scene of great rejoicing. But what a contrast is seen on the outside. There we see Robert, ragged and homeless for the ""Lost Cause,"" staggering up to the house. Reaching the portals, he gets a glimpse of the festive scene on the inside, and sorrowfully starts away, but old Uncle Jasper sees him and drags him in. Here is shown the most impressive scene ever depicted in moving pictures. The mother folds her lost boy to her heart, and George, with the Union flag thrown over his arm, stretches forth his hand to his brother, who, with the old, tattered colors of the Confederacy held affectionately to his breast, receives the warm grasp, typifying the motto of Kentucky, ""United we stand, divided we fall.""","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BZjI4ZDBhM2QtMTQyMS00NTM5LThhNGQtM2UzNmRlNDhjZTBkXkEyXkFqcGdeQXVyNDQwMzk4OTY@._V1_SX300.jpg,N/A,5.9,31,tt0000908,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
His Reformation,1909,N/A,04 Dec 1909,N/A,"Short, Western",Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,"Gilbert M. 'Broncho Billy' Anderson, Fred Church, Pete Morrison","Tom Carlton, leader of a band of Western bandits, tires of his life of crime and resolves to reform. Calling his band together, he tells them of his desire to be an honest man and advises them to follow in his steps. Although a recognized ""road-agent,"" Carlton had never been convicted and went his way among the people without fear of arrest. Carlton finds that a resolution to be good is the first and easiest step in the reformation of a sinner. He applies for work on a ranch, but is refused because of his shady character. He wanders about the country and finally applies for a job at a mine. He works there until he is recognized as the former bandit and is again driven away. Disgusted and in despair, he wanders away, resolving to return to the old life. Making his way along the stage road, he stops to watch the coach go by. It carries many passengers, all of whom appear to be exceedingly prosperous. He resolves to hold up the coach and, stealing a horse from a cowboy, he gallops off after the coach. By a short cut he heads off the stage coach and at a lonely spot on the trail, leaps from behind a rock and commands the driver to throw up his hands. All the passengers, panic-stricken, file down from the coach and line up in a row, ready to deliver their valuables to him. He does not see the old lady on the end, so busily is he kept watching the others, and with gun ready for instant discharge he exacts tribute from the travelers. The old lady at the end holds out her purse, when the outlaw drops his gun and staggers back. ""Mother!"" Tom Carlton, outlaw, drops on his knees, tears off his mask and hides his face in his mother's skirts. The poor old lady recognizes her son, drags him to his feet and puts her arms about him. The surprised tourists are stunned at the sudden turn of events, but move discreetly away while the poor old mother and her wayward son go to each other's arms.",None,United States,N/A,N/A,N/A,N/A,N/A,tt0000899,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
In a Hempen Bag,1909,N/A,16 Dec 1909,5 min,"Short, Drama",D.W. Griffith,D.W. Griffith,"Grace Henderson, Ruth Hart, Dorothy West","A woman decides to drown the family cat which has become a nuisance. She ties it in a hempen bag and gives it to the deaf gardener to throw in the river. However, the children discover the cat and set if free. Meanwhile a maid who has been fired decides to take revenge and hides the baby in the same sack. The deaf gardener takes the sack, but doesn't notice the change in contents and is unable to hear the baby. The mother discovers her baby missing and, suspecting what has happened, rushes to the river to stop the gardener.","None, English",United States,N/A,N/A,N/A,N/A,N/A,tt0000909,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Idiot of the Mountains,1909,N/A,01 Dec 1909,N/A,"Short, Drama",Theo Frenkel,N/A,N/A,"An idiot fetches police to save a kidnapped girl, and is cured.",None,United Kingdom,N/A,N/A,N/A,N/A,N/A,tt0000906,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
His Lost Love,1909,N/A,18 Oct 1909,11 min,"Short, Drama",D.W. Griffith,D.W. Griffith,"James Kirkwood, Owen Moore, Mary Pickford","Mary marries James, after jilting his brother Luke. Mary's sister arrives and soon James is professing his love to her. The shock of this kills Mary and leaves her newborn daughter motherless. Luke offers to raise the daughter. Years later James returns and tries to convince his daughter to leave Luke, the only father she's ever known, and come with him.","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BNzc3Y2ViMjgtODE4NC00NDJkLThhNTYtYjI5MWYxYTNiOWU4XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,5.6,27,tt0000898,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Industria del corcho,1909,N/A,N/A,7 min,Short,Fructuós Gelabert,N/A,N/A,Short documentary about the cork industry in San Feliu de Guixols.,None,Spain,N/A,N/A,N/A,N/A,N/A,tt0000914,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Indian Runner's Romance,1909,N/A,23 Aug 1909,11 min,"Western, Short",D.W. Griffith,Stanner E.V. Taylor,"Owen Moore, Frank Powell, Mary Pickford","A thrilling episode in the Black Hills, it was about the year of 1867 when gold was discovered in the Black Hills, and the Sioux Indians were at the time possessors of that territory and most of the land was unknown to the white man. At the time of our story an old miner, more venturesome than others, secretly worked a claim, and found it rich with deposits. His age, however, conspired against his being able to withstand the hardships he was necessarily subjected to, and Blue Cloud, the Indian Runner, discovers him dying in the rocks. Grateful for the kindness of the brave, the miner tells him of the location of his hidden mine as he dies. Three cowboys come up and want to know the mine's location, but the Indian refuses to tell. Blue Cloud loves the little squaw, and in consequence of his newly acquired wealth, presses his suit in that quaint Indian fashion, wooing with the blanket, symbolizing protection. He is accepted and approved by her father after leaving his offerings outside the parental tepee. Married, they proceed to Blue Cloud's wigwam, and while he is away hunting three cowboys come up and try to get from her the mine's location. She is obdurate, however, so they abduct her to force her to divulge its whereabouts. Finding her still adamant in determination, the renegades gamble as to who shall take care of her, the holder of the high card to have her. Meanwhile the Indian has returned, and finding his squaw gone, realizes the true nature of the situation at finding the sombrero of one of the cowboys in the tepee. Starting in pursuit, he tries to borrow a horse, but is refused, so resorts to running capability to overtake the hounds. The one whose lot it is to take charge of the girl has brutally bound and thrown her across his horse and mounting in the saddle starts for his shack at breakneck speed. Blue Cloud, however, with his knowledge of the trails, by a short cut, and a thrilling dash through the dangerous rapids of the mountain stream, manages to overtake him. Leaping up on the fast galloping horse behind the cowboy, a most exciting combat ensues, a bowie-knife conflict on the back of the horse, with the prostrate form of the squaw flung across its neck. On they gallop, the Indian fighting furiously until at length the cowboy drops lifeless from the saddle. Drawing the horse up, the Indian dismounts and releases the terror-stricken squaw, whom he takes tenderly back to his wigwam.","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg4ZGVkNjUtM2FmYy00OGU2LWI5OGMtMGFmOTRkZDAzNTE3XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg,N/A,4.4,70,tt0000912,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Indian Trailer,1909,N/A,19 May 1909,N/A,"Short, Western",Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,"The first scene opens on the property of a well-known Western ranchman. A bunch of cow punchers are assembled wasting their time and their employer's money by playing cards. The ranchman catches them at the game, quickly breaks it up, and sends them to work. One cow puncher, a greaser, who dislikes being ordered about, even by his employer, tells the ranchman so. A fight ensues in which the ranchman gets the better of the greaser, and kicks him off the place. After this, the greaser swears revenge. He hits upon a plan, and with the assistance of another greaser they secure the ranchman's little girl, taking with them a shepherd dog, a playmate of the little girl, the dog being utilized later on by the greasers, as the story will show. Eventually the two greasers, the little girl and the dog arrive at the greasers' hut, and a note is written to the little girl's father, stating that she has been taken out of revenge for the treatment the greaser received at the hands of the ranchman and that they will not return her until they feel inclined to do so. The note is tied to the dog, the greaser well knowing that once the dog is released he will make his way back home and that the note will eventually fall into the hands of the little girl's father. The dog is turned loose and hurriedly makes his way home. Immediately upon the finding of the note by the rancher he gathers about him his cow punchers and they start on the trail of the greasers. In order to make sure of locating the girl, the father secures an Indian, who is noted for his ability as a ""trailer."" The Indian is not long in finding the tracks of the fugitives, and he eventually leads the father to the house where his child and her captors are in hiding. A thrilling chase now ensues, and after many startling occurrences the child is returned to her father and the greaser meets a just punishment at the hands of the Indian trailer.",None,United States,N/A,N/A,N/A,N/A,N/A,tt0000913,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Jailbird in Borrowed Feathers,1910,N/A,01 Jun 1910,N/A,"Short, Comedy",Theo Frenkel,N/A,N/A,A escaped convict changes clothes with a police inspector.,None,United Kingdom,N/A,N/A,N/A,N/A,N/A,tt0000915,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Je voudrais un enfant,1910,N/A,18 Feb 1910,6 min,"Short, Comedy",Max Linder,"Lucien Boyer, Max Linder",Max Linder,"As a result of Max's desire for a family, his wife takes a recommended prescription and presents the dismayed Max with a family of a dozen or more children. A risque type of French comedy, not suited for critical audiences.","None, French",France,N/A,N/A,N/A,6.0,65,tt0000916,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Jones and His New Neighbors,1909,N/A,29 Mar 1909,5 min,"Short, Comedy",D.W. Griffith,D.W. Griffith,"John R. Cumpson, Florence Lawrence, Anita Hendrie","The Joneses have moved and taken an apartment in one of a row of houses which are identically alike. The most natural thing happens: Jones gets into the wrong house, and, of course, his intrusion is vigorously resented, and it looked for a time he would suffer bodily injury, but, as usual, the menacing clouds dissipate and peace again reigns in the Jones domicile. Eddy may get some hard bumps, but they never scar.","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BM2UxZjBiMTUtMDI3YS00NzNkLWE1MzMtNmQxNmNjNzU5ZWZiXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,5.2,24,tt0000920,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
In the Watches of the Night,1909,N/A,25 Oct 1909,11 min,"Short, Drama",D.W. Griffith,D.W. Griffith,"Frank Powell, George Nichols, Marion Leonard","An honest worker, John Whitney, finds himself unemployed and unable to provide for his family. Desperate, he robs a rich man's home and is arrested. One of the police officers is an old friend and accompanies Whitney home to allow a farewell with his wife. Humiliated, Whitney decides to kill himself and his family. The rich man learns of his desperate situation and arrives in time to save the family and drops the charges.","None, English",United States,N/A,N/A,N/A,5.4,27,tt0000910,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
"Jessie, the Stolen Child",1909,N/A,09 Feb 1909,N/A,"Short, Drama",Van Dyke Brooke,N/A,Mary Fuller,"A gypsy caravan passes slowly along the country road. Hugo, on the front seat, drives lazily: Bill, his companion, sits on the back of the wagon smoking, while Liza, another member of the tribe, walks behind. They come to the farm house of Mr. Graham, where Jessie, his little daughter of 5 years, is playing in the yard. Bill and Liza approach the house and ask for food and money, which is refused by Mrs. Graham. Her husband comes from behind the house at this moment and gruffly orders the gypsies away. They walk off sullenly and a few moments later return and kidnap the little child. The mother soon misses Jessie, suspects the gypsies and Mr. Graham and several neighbors start in pursuit. The gypsies observe the pursuing party. The child is bound and gagged and secreted in a hollow tree, and when the party reaches the camp no trace of the missing child can be found and they return sadly home. Ten years later we find the same tribe encamped on the bank of a river. Jessie, by this time, has grown to a beautiful young lady. She is sewing as Joe, a young gypsy of her own age, comes along and speaks to her. Bill watches the couple jealously. Liza is in love with Bill, and, when she observes his infatuation for Jessie, shakes her list in jealous rage. Jessie dances, while Joe accompanies her on his guitar, and. when she finishes, Bill grasps her around the waist and kisses her. The young man drops his instrument, knocks Bill down and chokes him into silence. Liza motions the young people to get away, which they do, and a little distance up the road, she joins them, and from a bundle which she carries in her arm takes out some child's clothes, the ones worn by Jessie when she was stolen from home. The story of the abduction is told. Liza directs the girl to her parents, then returns to camp. Bill, by this time, has regained his senses and is sitting near the fire smoking and in a very bad humor. He inquires of Liza as to the whereabouts of the young girl, and, receiving no satisfaction, starts out to hunt the fugitives. As he mounts his horse. Liza knocks him off and mounts herself, and is off after the pair. She comes up with them after a while, and the journey home is at last finished. Graham and his wife, with a farmhand, are seated in the doorway as the gypsies appear. Liza goes forward and talks to Mr. Graham, who at first refuses to believe her story. She brings Jessie forward and produces the clothes worn by the child when stolen. This is sufficient proof, and Jessie is soon in fond embrace of mother and father. They lead her into the house, Joe following. Liza stands aloof watching them, then slowly and sadly walks away.",None,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTYwZjRjYWItNTg1ZC00YWI0LTgyNmQtNjY5OWNjZDM5MWRmXkEyXkFqcGdeQXVyMTUxMzU1NTY4._V1_SX300.jpg,N/A,N/A,N/A,tt0000918,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Jones and the Lady Book Agent,1909,N/A,10 May 1909,6 min,"Short, Comedy",D.W. Griffith,D.W. Griffith,"John R. Cumpson, Florence Lawrence, Mack Sennett","There is no question that the good natured man is always made the ""Patsy,"" and so it is that poor Jones, who is benignity personified, is always getting into hot water. His latest episode is an experience with a female book agent, who tried to sell him a book entitled. ""How to Be Happy, Tho' Wedded."" The work does not appeal to affable Edward, and he with gentlemanly firmness ejects her from his office, as his friend Dick Smith enters, to whom he mimics the ludicrous antics of his visitor. All this is witnessed by this modern Clio, who is peeking through the keyhole. She vows to be revenged, and seeing a box of gloves which Jones has bought for his wife, she substitutes her corsets for the gloves, writes a note which she puts in his overcoat pocket, asking him to return her corsets, and finally sends a letter to Mrs. Jones warning her of her husband's perfidy and to search his pockets for proof. Does the scheme work? Well there seems to a certainty a case of ""Jones vs. Jones"" appearing on the calendar of the divorce court in the near future, but the book agent becomes conscience stricken and sends a letter of contrition to Mr. and Mrs. Jones, explaining everything. Peace again reigns and Jones receives the osculatory balm on his throbbing forehead.","None, English",United States,N/A,N/A,N/A,6.4,26,tt0000921,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
I Did It,1909,N/A,15 Mar 1909,4 min,Short,D.W. Griffith,D.W. Griffith,"Adele DeGarde, Anita Hendrie, Gladys Egan","Little Gladys and Claude are playing in the nursery. Claude has monopolized the building blocks to the extreme perturbation of Gladys. She, with sly procedure, knocks over the little castle Claude has built. The children at once engage in a bitter quarrel, and Gladys leaves the room, going into the dining room just after the maid has put some cream puffs on the table. Gladys appropriates them and Claude enters and asks for a share, which she refuses. He then eats up the sugar, which is left on the plate. Mamma enters as Gladys sneaks out of the room, and discovering the loss of the puffs accuses Claude, who mutely receives the punishment, a switching. Gladys hearing this is seized with a spirit of contrition, and coming from her hiding place says ""I did it, mamma,"" and picks up the switch, hands it to mamma, saying ""whip me.""","None, English",United States,N/A,N/A,N/A,5.5,24,tt0000905,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Jilt,1909,N/A,17 May 1909,11 min,"Short, Drama",D.W. Griffith,D.W. Griffith,"Arthur V. Johnson, Owen Moore, Florence Lawrence","John Hale and Frank Allison have become staunch friends at college, and the day of separation, at the end of the course, was a sad one indeed, particularly for Frank when he discovered that his little crippled sister, Mary, had fallen deeply in love with Jack. Jack goes out into the world, meets and becomes smitten with Miss Dorothy Kirk, a cold, heartless beauty. Dorothy had engaged herself to several worthy young men, but her capriciousness had caused her to throw them aside, so when she is sought by John Hale we feel that she has at last found her affinity. They are engaged and the affinition sealed with a ring, but the usual change of heart comes, and this time on the day of their to-be nuptials, when Jack receives the following note: ""Mr. John Hale, Dear Sir: Am sorry to write I cannot marry you to-day or ever. Pardon delaying my decision until the last moment, but better late than never. Dorothy Kirk."" At the same time returning his ring. Humiliated and crushed, Jack stood in his wedding clothes, hardly realizing the cruel truth. From that moment a change comes over him; the noble, manly, courageous fellow becomes in spirit a weakling. Down, down he goes, disappointed, discouraged and distressed, until we find him simply a drink-devastated, emaciated human frame as he enters a saloon to buy a drink. While seated at one of the tables he glances over a newspaper and an article strikes his eye announcing the marriage of his college chum, Frank Allison, to Miss Dorothy Kirk on that afternoon. Rushing from the place on vengeance bent he makes his way to Frank's home to give him that awful note she had sent him some time before, but when he sees Frank so radiantly happy he decides to hold his peace and crushes the note in his hand out of sight. Frank, upon seeing his awful plight, prevails upon him to stay. As he leaves for the adjoining room he drops the note, which Frank picks up and reads. He now realizes the cause of his chum's condition, and in an instant his love turns to hate, so he resolves to pay her back in her own coin. He writes a note identical in wording with hers, addressing it ""Miss Dorothy Kirk""; signing it ""Frank Allison."" Feigning illness he dispatches it by Jack, who assumes it an excuse for illness. In he rushes in the midst of the wedding throng. You may imagine the scene. Here Jack unwittingly wreaks vengeance. On Jack's return to Frank he finds little sister Mary's hand held out helpingly to him.","None, English",United States,N/A,N/A,N/A,N/A,24,tt0000919,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The House of Cards,1909,Not Rated,10 Dec 1909,16 min,"Short, Drama, Western",Edwin S. Porter,Edwin S. Porter,"Mary Fuller, Marc McDermott, Herbert Prior","The story revolves itself around a Western cowboy who has been sent to the town of Cedar Gulch to deposit gold in the bank for his boss. Arriving too late in the night to dispose of the gold, he seeks out the pretty daughter of the gambling-house keeper who has given her heart unto his keeping. While waiting for the bank to open in the morning, he becomes fascinated with the sight of the money being won at a gambling table, and starts to gamble with his boss's money. Luck is against him, and scarcely before he realizes it he has lost all. Ruin, disgrace, and prison or lynching stare him in the face. Only seeking to get back what he has lost he tries to rob the gambling house at night, and here he comes face to face with the little girl whom he loves. He confesses to her his crime and shame, and the woman's love spreads forth its hands to shield him. She seeks out Rattlesnake Jim, the Sheriff of Cedar Gulch, who also is in love with her, and implores his aid for her unworthy lover. A warrant for the cowboy's arrest reaches Jim while she is at his cabin and he struggles manfully to follow its mandates to the letter, but his love for the girl causes him to swerve from his strict path of duty and he decides to give the guilty man a fighting chance. Either he or the cowboy must quit Cedar Gulch at once. In other words, one of them must die. To live and not do his duty is a thought that has never entered Jim's mind. So these men of iron and nerve fight a novel duel in the Sheriff's lonely cabin, at which he has ordered the cowboy to report. Baring their arms to the elbow they sit at opposite sides of a table, calmly waiting for a great, poisonous rattlesnake to rise from its bed, which opens in the center of the table, and choose its victim. Slowly it uncoils itself upon the table with fangs darting in and out, it rears its head, the men watching its every move in fearful silence. At a moment when it seems that the awful suspense will be ended by a deadly strike fate interferes, and though justice miscarries, yet Cupid's arrow finds an unsuspecting but not unwilling victim in the person of the lion-hearted Sheriff, whose manly conduct, in contrast with that of her lover, reveals to the girl his true worth. All this is told with a wonderful dramatic strength and power, and one never loses interest for a moment.","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BNGMwZjJiOTItNmE4NS00MWU2LTg0OWItNTAyNWNmNDY4MGQyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,5.4,116,tt0000904,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
In the Window Recess,1909,N/A,29 Nov 1909,4 min,"Short, Drama",D.W. Griffith,Frank E. Woods,"George Nichols, Marion Leonard, Adele DeGarde","An escaped convict takes refuge in the home of a police officer out on duty. He seizes the officer's daughter and pulls her into a window recess, with a pistol to her head. The officer returns and discovers the convict's hat. He suspect his wife is concealing an affair and she must avoid revealing the convict's presence for the sake of their daughter.","None, English",United States,N/A,N/A,N/A,3.8,26,tt0000911,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
